game_id,date,home_id,visitor_id,insertion_date
0022300661,2024-01-29T00:00:00,1610612748,1610612756,2024-04-04 10:33:17.543147
0022300643,2024-01-27T00:00:00,1610612752,1610612748,2024-04-04 10:33:18.780804
0022300621,2024-01-24T00:00:00,1610612748,1610612763,2024-04-04 10:33:20.062601
0022300601,2024-01-21T00:00:00,1610612753,1610612748,2024-04-04 10:33:21.898717
0022300574,2024-01-17T00:00:00,1610612761,1610612748,2024-04-04 10:33:22.979396
0022300562,2024-01-15T00:00:00,1610612751,1610612748,2024-04-04 10:33:24.092793
0022300551,2024-01-14T00:00:00,1610612748,1610612766,2024-04-04 10:33:25.268761
0022300535,2024-01-12T00:00:00,1610612748,1610612753,2024-04-04 10:33:26.440453
0022300522,2024-01-10T00:00:00,1610612748,1610612760,2024-04-04 10:33:27.582147
0022300489,2024-01-05T00:00:00,1610612756,1610612748,2024-04-04 10:33:29.361703
0022300439,2023-12-30T00:00:00,1610612762,1610612748,2024-04-04 10:33:30.462751
0022300404,2023-12-25T00:00:00,1610612748,1610612755,2024-04-04 10:33:32.167605
0022300366,2023-12-20T00:00:00,1610612753,1610612748,2024-04-04 10:33:33.407785
0022300353,2023-12-18T00:00:00,1610612748,1610612750,2024-04-04 10:33:34.803366
0022300312,2023-12-13T00:00:00,1610612748,1610612766,2024-04-04 10:33:36.027477
0022300292,2023-12-11T00:00:00,1610612766,1610612748,2024-04-04 10:33:40.868387
0022301207,2023-12-06T00:00:00,1610612761,1610612748,2024-04-04 10:33:45.006401
0022300284,2023-12-02T00:00:00,1610612748,1610612754,2024-04-04 10:33:46.167410
0022300267,2023-11-30T00:00:00,1610612748,1610612754,2024-04-04 10:33:47.320216
0022300056,2023-11-28T00:00:00,1610612748,1610612749,2024-04-04 10:33:48.472572
0022300240,2023-11-25T00:00:00,1610612751,1610612748,2024-04-04 10:33:50.247701
0022300045,2023-11-24T00:00:00,1610612752,1610612748,2024-04-04 10:33:51.321350
0022300200,2023-11-16T00:00:00,1610612748,1610612751,2024-04-04 10:33:52.442189
0022300017,2023-11-14T00:00:00,1610612766,1610612748,2024-04-04 10:33:53.545020
0022300184,2023-11-12T00:00:00,1610612759,1610612748,2024-04-04 10:33:54.621225
0022300164,2023-11-08T00:00:00,1610612763,1610612748,2024-04-04 10:33:56.359864
0022300003,2023-11-03T00:00:00,1610612748,1610612764,2024-04-04 10:33:57.478628
0022300119,2023-11-01T00:00:00,1610612748,1610612751,2024-04-04 10:33:59.182284
0022300107,2023-10-30T00:00:00,1610612749,1610612748,2024-04-04 10:34:00.916430
0022300093,2023-10-28T00:00:00,1610612750,1610612748,2024-04-04 10:34:02.605988
0022300068,2023-10-25T00:00:00,1610612748,1610612765,2024-04-04 10:34:03.667580
0022301081,2024-03-31T00:00:00,1610612764,1610612748,2024-04-04 10:44:48.871121
0022301068,2024-03-29T00:00:00,1610612748,1610612757,2024-04-04 10:44:49.440509
0022301096,2024-04-02T00:00:00,1610612748,1610612752,2024-04-04 10:45:03.485148
